"Категория 1";"Категория 2";"Категория 3";"Категория 4";Артикул;Заголовок;Цена;Розничная;Валюта;Наличие;Описание;Изображения;Вес;Габариты;Производитель;"Ссылка на товар";ID;Размер;Модель;Рост;Сезон;"Тип ткани";;"обхват груди";"обхват талии";"обхват бедер";"обхват рукава";"Измерения (см)";Платье;"Ширина на уровне груди";"Ширина на уровне талии";"Ширина на уровне бедер";"Длина спинки";"Длина рукава";"Ширина рукава на уровне глубины оката";"Ширина рукава по низу";"Длина спинки до талии - гипюр";Блузка;"Ширина на уровнн глубины проймы";"Ширина рукава н уровне глубины оката";"Длина рукава с манжетой";Брюки;"Ширина по линии талии";"Ширина по линии бедер";"Длина по боковому шву";"Ширина на уровне колена";"Ширина внизу";"Ширина на уровне глубины проймы";"Длина по боковому шву с поясом";Юбка
"Блузы и Жакеты";;;;01999148290;"Жакет Bazalini 4506 разноцветный";1799;2590;RUB;"В наличии";"Стильный однобортный жакет полуприлегающего силуэта, выполненный из мягкой французской жаккардовой ткани, выглядит эффектно, но ненавязчиво. Дополнив изделие топом, юбкой в одной гамме, однотонными брюками и туфлями на шпильке, вы получите идеальный образ для светского мероприятия. Перед с глубоким фигурным V-образным вырезом горловины, с функциональными карманами с листочкой, с застёжкой на петлю-пуговицу и с фигурной линией борта. Рукава втачные двушовные с декоративными шлицами и отделочными пуговицами. Воротник-стойка. На подкладке.";https://pawlina.ru/image/catalog/brands/bazalini2023/4506-4549raznocvetnyj.jpg;;;"Bazalini (Беларусь)";http://pawlina.ru/katalog/bluzyi-zhaketyi/zhaket-bazalini-4506-raznocvetnij;01999148290;"44;50";"Базалини 4506 разноцветный";"164 см (девушка на фото 170см)";Круглогодичный;"63% полиэстер, 34% вискоза, 3% эластан";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Блузы и Жакеты";;;;02108201490;"Свитшот Bazalini 4461 черно-белый";1299;1890;RUB;"В наличии";"Данная модель свитшота одновременно комфортная и эффектная вещь. У модели со спущенной линией плеча с притачными укороченными рукавами много плюсов: это свободный крой, не сковывающий движения, мягкий эластичный трикотаж на вискозной основе, стильный дизайн и интересное решение низа, с разным уровнем переда и спинки с небольшими разрезами по бокам. Горловина и низ изделия обработаны контрастной трикотажной тесьмой.";https://pawlina.ru/image/catalog/brands/bazalini2023/4461-4466cherno-belyj.jpg;;;"Bazalini (Беларусь)";http://pawlina.ru/katalog/bluzyi-zhaketyi/svitshot-bazalini-4461-cherno-belij;02108201490;44;"Базалини 4461 черно-белый";"164 см (девушка на фото 170см)";всесезонный;"63% полиэстер, 34% вискоза, 3% эластан";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Блузы и Жакеты";;;;01449156529;"Свитшот Bazalini 4293 фиолетовый цветок";1299;1890;RUB;"В наличии";"Свитшот свободного кроя из трикотажа, с округлой формой горловины, спущенной линией плеча с притачными одношовными рукавами и отделочной тесьмой по плечевым швам, боковые швы заканчиваются разрезами, по переду выполнена декоративная печать";https://pawlina.ru/image/catalog/brands/bazalini2023/4293-4228molochnyj.jpg;;;"Bazalini (Беларусь)";http://pawlina.ru/katalog/bluzyi-zhaketyi/svitshot-bazalini-4293-molochnij-cvetok;01449156529;56;"Базалини 4293 фиолетовый цветок";"164 см (девушка на фото 170см)";всесезонный;Уточняется;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Блузы и Жакеты";;;;01191144857;"Жакет Bazalini 4445 бежевый в полоску";1799;2590;RUB;"В наличии";"Интересный однобортный жакет полуприлегающего силуэта – классика делового дресс-кода. Более женственной данную модель делают округлые лацканы, а новое звучание придают смещенные вперед шлицы с отделочными пуговицами и фигурная форма низа рукавов. Изделие сшили из мягкой ткани с добавлением вискозы с ненавязчивым дизайном в виде тонкой полоски. Жакет с застежкой на петли-пуговицы, с двумя функциональными карманами с клапанами и с двумя карманами обманками. Модель подкладке.
Длина жакета в 50р - 67см, рукав - 62см.<br>";https://pawlina.ru/image/catalog/brands/bazalini2023/4445-4365bezhevyj.jpg;;;"Bazalini (Беларусь)";http://pawlina.ru/katalog/bluzyi-zhaketyi/zhaket-bazalini-4445-bezhevij-v-polosku;01191144857;44;"Базалини 4445 бежевый в полоску";"164 см (девушка на фото 170см)";Круглогодичный;"64% полиэстер, 34% вискоза, 2% эластан";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Блузы и Жакеты";;;;0828971632;"Жакет Bazalini 4526 бежевый лапка";1799;2590;RUB;"В наличии";"Элегантный однобортный жакет, с запоминающимся вырезом горловины, сшили из мягкой испанской ткани с интересным сочетанием мелкая гусиная лапка и контрастная клетка. Перед с центральной застёжкой на одну петлю и пуговицу и функциональными карманами с рамками и фигурными клапанами. Рукава втачные двухшовные. Воротник-стойка. На подкладке. Данная модель жакета, вместе с юбкой идеально подойдут для светского мероприятия.";https://pawlina.ru/image/catalog/brands/bazalini2023/4526-4602bezhlapka2.jpg;;;"Bazalini (Беларусь)";http://pawlina.ru/katalog/bluzyi-zhaketyi/zhaket-bazalini-4526-bezhevij-lapka;0828971632;"42;44;50";"Базалини 4526 бежевый лапка";"164 см (девушка на фото 170см)";Круглогодичный;"63% полиэстер, 34% вискоза, 3% эластан";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Блузы и Жакеты";;;;0441446207;"Жакет Bazalini 4496 синий клетка";1799;2590;RUB;"В наличии";"Элегантный однобортный жакет с широкими фигурными лацканами полуприлегающего силуэта выручит в любой ситуации, будь то совещание в офисе, прогулка в городе или встреча в кафе. Для пошива лаконичной модели использовали итальянскую ткань с добавлением вискозы со стильным динамичным клетчатым дизайном. Перед с V-образным вырезом горловины, с центральной застёжкой на петли и пуговицы, с двумя функциональными карманами с клапанами и фигурной формой борта. Рукава втачные двушовные с декоративными шлицами с отделочными пуговицами. На подкладке.
Длина жакета в 50р - 71см, рукав - 61см<br>";https://pawlina.ru/image/catalog/brands/bazalini2023/4496-4556sinijkletka.jpg;;;"Bazalini (Беларусь)";http://pawlina.ru/katalog/bluzyi-zhaketyi/zhaket-bazalini-4496-sinij-kletka;0441446207;"50;52;54";"Базалини 4496 синий клетка";"164 см (девушка на фото 170см)";круглогодичный;"64% полиэстер, 34% вискоза, 2% эластан";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Блузы и Жакеты";;;;226798459;"Жакет Bazalini 4540 зеленый клетка";1799;2590;RUB;"В наличии";"Жакет интересного кроя сшили из итальянской ткани с добавлением вискозы с дизайном «мелкая клетка». Перед с глубоким V-образным вырезом горловины, с центральной застёжкой на петлю и пуговицу, с кокетками и лацканами со втачными концами, косыми вытачками и фигурными накладными карманами с отделочными пуговицами. Рукава втачные двухшовные. На подкладке.&nbsp;<br>";https://pawlina.ru/image/catalog/brands/bazalini2023/4540-4541zelenkletka2.jpg;;;"Bazalini (Беларусь)";http://pawlina.ru/katalog/bluzyi-zhaketyi/zhaket-bazalini-4540-zelenij-kletka;226798459;"44;48";"Базалини 4540 зеленый клетка";"164 см (девушка на фото 170см)";круглогодичный;"64% полиэстер, 34% вискоза, 2% эластан";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Блузы и Жакеты";;;;01648313876;"Жакет Bazalini 4225 серый";1699;2490;RUB;"В наличии";"Комфортный двубортный жакет с застежкой на петли и пуговицы. Перед с V-образным вырезом горловины и фигурной формой борта, двумя горизонтальными карманами с клапанами и контрастной деталью в области горловины. Рукава втачные двушовные с контрастными нижними частями, на подкладке.<br>
Ткань - ""хамелеон"", в зависимости от освещения может менять свой цвет от светло-серого до темно-серого. Это нужно видеть, на фото не передать.&nbsp;
Длина жакета: 46р - 66см, 52р - 68см<br>Длина рукава: 46р - 61см, 52р - 62см<br>
<br>";https://pawlina.ru/image/catalog/brands/bazalini2023/4225zhaketseryj.jpg;;;"Bazalini (Беларусь)";http://pawlina.ru/katalog/bluzyi-zhaketyi/zhaket-bazalini-4225-serij;01648313876;"42;44;46;48;50;52;54;56";"Базалини 4225 серый";"164 см (девушка на фото 170см)";круглогодичный;"65% полиэстер, 32% вискоза, 3% эластан";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Блузы и Жакеты";;;;793516700;"Жакет Bazalini 4533 молочный полоска";1799;2590;RUB;"В наличии";"Стильный однобортный жакет полуприлегающего силуэта будет одинаково уместен и в наряде офиса, и в повседневном образе. Для пошива модели с застёжкой и две петли-пуговицы использовали мягкую приятную испанскую ткань с добавлением вискозы с дизайном в тонкую полоску. Перед с глубоким V-образным вырезом с фигурными лацканами с скруглённой формой бортов, с отделочными клапанами, функциональными карманами в швах и интересным карманом-обманкой с сосборенной листочкой. В шве две отделочные рамки.&nbsp; Рукава втачные двухшовные, декорированными пуговицами. На подкладке.";https://pawlina.ru/image/catalog/brands/bazalini2023/4533molochnyjpoloska3.jpg;;;"Bazalini (Беларусь)";http://pawlina.ru/katalog/bluzyi-zhaketyi/zhaket-bazalini-4533-molochnij-poloska;793516700;44;"Базалини 4533 молочный полоска";"164 см (девушка на фото 170см)";круглогодичный;"65% полиэстер, 32% вискоза, 3% эластан";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Блузы и Жакеты";;;;866612228;"Жакет Bazalini 4254 шоколад";1699;2490;RUB;"В наличии";"Однобортный жакет прямого силуэта с застежкой на петлю и пуговицу. Перед с двумя карманами с рамками и клапанами и одним карманом-обманкой с рамками и клапаном. Средний шов спинки заканчивается шлицей. Рукава втачные двушовные. Воротник отложной с лацканами. На подкладке.<br>
Ткань - ""хамелеон"", в зависимости от освещения может менять свой цвет от коричневого до шоколадного. Это нужно видеть, на фото не передать.&nbsp;
Длина жакета в 50р - 75см, рукав - 62см<br>";https://pawlina.ru/image/catalog/brands/bazalini2023/4254zhaketshokolad.jpg;;;"Bazalini (Беларусь)";http://pawlina.ru/katalog/bluzyi-zhaketyi/zhaket-bazalini-4254-shokolad;866612228;"42;44;46;48;50;52;54;56";"Базалини 4254 шоколад";"164 см (девушка на фото 170см)";круглогодичный;"65% полиэстер, 32% вискоза, 3% эластан";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Блузы и Жакеты";;;;02141818670;"Жакет Bazalini 3954 шоколад";1699;2490;RUB;"В наличии";"Удлинённый двубортный жакет прямого силуэта с застёжкой на петли, пуговицы и бочком. Перед с горизонтальными карманами с рамками и клапанами. Спинка со средним швом. Рукава втачные двухшовные. Воротник отложной с лацканами. Жакет на подкладке.<br>
Ткань - ""хамелеон"", в зависимости от освещения может менять свой цвет от коричневого до шоколадного. Это нужно видеть, на фото не передать.&nbsp;
Длина жакета в 52р - 78см, рукав - 62см.&nbsp;";https://pawlina.ru/image/catalog/brands/bazalini2023/3954zhaketshokolad2.jpg;;;"Bazalini (Беларусь)";http://pawlina.ru/katalog/bluzyi-zhaketyi/zhaket-bazalini-3954-shokolad;02141818670;"42;44;46;48;50;52;54;56";"Базалини 3954 шоколад";"164 см (девушка на фото 170см)";круглогодичный;"65% полиэстер, 32% вискоза, 3% эластан";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Блузы и Жакеты";;;;01858395935;"Жакет Bazalini 3856 шоколад";1699;2490;RUB;"В наличии";"Жакет полуприлегающего силуэта с центрально-бортовой застёжкой на одну петлю и пуговицу. Перед с прорезными карманами с клапанами и рамками. Рукава втачные двухшовные, со шлицами с отделочными пуговицами. Воротник отложной с широкими лацканами, изделие на подкладке.&nbsp;
Ткань - ""хамелеон"", в зависимости от освещения может менять свой цвет от коричневого до шоколадного. Это нужно видеть, на фото не передать.&nbsp;
Длина жакета: 44р - 67см, в 50р - 68см.&nbsp;";https://pawlina.ru/image/catalog/brands/bazalini2023/3856zhaketshokoladnyj.jpg;;;"Bazalini (Беларусь)";http://pawlina.ru/katalog/bluzyi-zhaketyi/zhaket-bazalini-3856-shokolad;01858395935;"42;44;46;48;50;52";"Базалини 3856 шоколад";"164 см (девушка на фото 170см)";круглогодичный;"65% полиэстер, 32% вискоза, 3% эластан";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Блузы и Жакеты";;;;02053720398;"Жакет Bazalini 4537 серый-хаки";1699;2490;RUB;"В наличии";"Укороченный жакет полуприлегающего силуэта с отрезной баской и отложным воротником. Перед изделия с центральной застёжкой на петли и декоративные пуговицы и с двумя карманами-обманками, украшенными пуговицами. Рукава втачные двухшовные. На подкладке.&nbsp;&nbsp;
&nbsp;Длина жакета: 48р- 61см, рукав - 62см.&nbsp;";https://pawlina.ru/image/catalog/brands/bazalini2023/4537zhakethaki2.jpg;;;"Bazalini (Беларусь)";http://pawlina.ru/katalog/bluzyi-zhaketyi/zhaket-bazalini-4537-serij-haki;02053720398;"42;44;46;48;50;52";"Базалини 4537 серый-хаки";"164 см (девушка на фото 170см)";круглогодичный;"65% полиэстер, 32% вискоза, 3% эластан";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Блузы и Жакеты";;;;1455718154;"Жакет Bazalini 4245 серый-хаки";1699;2490;RUB;"В наличии";"Жакет свободного кроя, со спущенной линией плеча и разным уровнем низа переда и спинки. Перед с центральной застежкой на петли и пуговицы и двумя накладными карманами с клапанами и декоративными пуговицами. Рукава рубашечного типа с манжетами и застёжкой на петли-пуговицы. Воротник отложной с отрезной стойкой. Дополняется поясом с пряжкой из основной ткани.&nbsp;
Ткань - ""хамелеон"", в зависимости от освещения может менять свой цвет от серого до хаки. Это нужно видеть, на фото не передать.
Длина жакета в 42р - 81см, рукав - 51см.&nbsp;
<p><br></p><p> </p>
<br>";https://pawlina.ru/image/catalog/brands/bazalini2023/4245zhaketser-haki2.jpg;;;"Bazalini (Беларусь)";http://pawlina.ru/katalog/bluzyi-zhaketyi/zhaket-bazalini-4245;1455718154;"42;44;46;48;50;52";"Базалини 4245 серый-хаки";"164 см (девушка на фото 170см)";круглогодичный;"Полиэстер- 65%, Вискоза- 32% , Эластан- 3%";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Блузы и Жакеты";;;;1686742707;"Жакет Bazalini 4510 зелено-черный";1999;2890;RUB;"В наличии";"Стильный однобортный жакет полуприлегающего силуэта, выполненный из жаккардовой ткани с интересным рисунком, будет эффектно смотреться как и с однотонными вещами, так и с вещами в одной гамме. Перед с глубоким V-образным вырезом горловины, с застёжкой на две петли-пуговицы и с двумя функциональными карманами с рамками. Рукава втачные двушовные с декоративными шлицами и отделочными пуговицами. На подкладке.
Длина жакета: 48р- 72см. Длина рукава: 48р - 61см.&nbsp;<br>";https://pawlina.ru/image/catalog/brands/bazalini2023/4510zhakzelenuzor2.jpg;;;"Bazalini (Беларусь)";http://pawlina.ru/katalog/bluzyi-zhaketyi/zhaket-bazalini-4510-zeleno-chernij;1686742707;"42;44;48;50;52";"Базалини 4510 зелено-черный";"164 см (девушка на фото 170см)";круглогодичный;"63% полиэстер, 34% вискоза, 3% эластан";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Блузы и Жакеты";;;;01684608559;"Жакет Bazalini 3779 песочный";1699;2490;RUB;"В наличии";"Однобортный жакет полуприлегающего силуэта с потайной застёжкой, с V-образным вырезом горловины по переду и овальной по спинке. Перед с двумя вертикальными рельефами и четырьмя отделочными рамками, через которые проходит пояс с пряжкой из основной ткани. Спинка со средним швом и двумя рельефами. Рукава втачные двухшовные. На подкладке.
Ткань - ""хамелеон"", в зависимости от освещения может менять свой цвет от светло-бежевого до песочного. Это нужно видеть, на фото не передать.<br>
Длина жакета: 50р- 59см. Длина рукава: 50р - 60см.&nbsp;<br>";https://pawlina.ru/image/catalog/brands/bazalini2023/3779zhaketpesochnyj.jpg;;;"Bazalini (Беларусь)";http://pawlina.ru/katalog/bluzyi-zhaketyi/zhaket-bazalini-3779-pesochnij;01684608559;"42;44;46;48;50;52";"Базалини 3779 песочный";"164 см (девушка на фото 170см)";Круглогодичный;"Полиэстер- 65%, Вискоза- 32% , Эластан- 3%";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Блузы и Жакеты";;;;1292297920;"Жакет Bazalini 4305 баклажан";1799;2590;RUB;"В наличии";"Классический жакет полуприлегающего силуэта будет уместен и в наряде для офиса, и в повседневном образе. Однобортной жакет с отложным воротником с лацканами. Перед с глубоким вырезом, с застежкой на две петли-пуговицы с двумя карманами с клапанами и рамками. Рукава втачные двухшовные. Снизить градус формальности помогает пояс из основной ткани с металлической пряжкой-карабин. На подкладке.
Длина жакета в 50р - 66см, рукав - 61см.<br>Длина жакета в 50р - 65см, рукав - 62см.";https://pawlina.ru/image/catalog/brands/bazalini2023/4305zhaketbaklazhan.jpg;;;"Bazalini (Беларусь)";http://pawlina.ru/katalog/bluzyi-zhaketyi/zhaket-bazalini-4305-baklazhan;1292297920;"42;44;46;48;50;52";"Базалини 4305 баклажан";"164 см (девушка на фото 170см)";круглогодичный;"65% полиэстер, 32% вискоза, 3% эластан";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Блузы и Жакеты";;;;01692218007;"Жакет Bazalini 4305 синий";1799;2590;RUB;"В наличии";"Классический жакет полуприлегающего силуэта будет уместен и в наряде для офиса, и в повседневном образе. Однобортной жакет с отложным воротником с лацканами. Перед с глубоким вырезом, с застежкой на две петли-пуговицы с двумя карманами с клапанами и рамками. Рукава втачные двухшовные. Снизить градус формальности помогает пояс из основной ткани с металлической пряжкой-карабин. На подкладке.
Длина жакета в 46р - 64см, рукав - 60см.
Длина жакета в 50р - 66см, рукав - 61см.";https://pawlina.ru/image/catalog/brands/bazalini2023/4305zhaketsinij.jpg;;;"Bazalini (Беларусь)";http://pawlina.ru/katalog/bluzyi-zhaketyi/zhaket-bazalini-4305-sinij;01692218007;"42;44;46;48;50;52";"Базалини 4305 синий";"164 см (девушка на фото 170см)";круглогодичный;"70% полиэстер, 28% вискоза, 2% эластан";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Блузы и Жакеты";;;;1783133852;"Жакет Bazalini 3932 песочный";1799;2590;RUB;"В наличии";"Двубортный удлинённый жакет с застёжкой на петли-пуговицы. Перед с двумя карманами-обманками с рамками и двумя прорезными карманами с клапанами и листочками. Рукава втачные двухшовные, передние швы со шлицами и отделочными пуговицами. Воротник отложной с широкими лацканами. На подкладке&nbsp;
Ткань - ""хамелеон"", в зависимости от освещения может менять свой цвет от светло-бежевого до песочного. Это нужно видеть, на фото не передать.
Длина жакета в 44р - 74см, рукава 62см.&nbsp;
Длина жакета в 52р - 76см, рукава 62см.<br>";https://pawlina.ru/image/catalog/brands/bazalini2023/3932zhaketpesochnyj2.jpg;;;"Bazalini (Беларусь)";http://pawlina.ru/katalog/bluzyi-zhaketyi/zhaket-bazalini-3932-pesochnij;1783133852;"42;44;46;48;50;52;54;56";"Базалини 3932 песочный";"164 см (девушка на фото 170см)";круглогодичный;"Полиэстер- 65%, Вискоза- 32% , Эластан- 3%";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Блузы и Жакеты";;;;1738704038;"Жакет Bazalini 4496 песочный";1699;2490;RUB;"В наличии";"Элегантный однобортный жакет с широкими фигурными лацканами полуприлегающего силуэта выручит в любой ситуации. Перед с V-образным вырезом горловины, с центральной застёжкой на петли и пуговицы, с двумя функциональными карманами с клапанами и фигурной формой борта. Рукава втачные двухшовные с декоративными шлицами с отделочными пуговицами.
Ткань - ""хамелеон"", в зависимости от освещения может менять свой цвет от светло-бежевого до песочного. Это нужно видеть, на фото не передать.
Длина жакета в 46р - 70см, длина рукава - 61см.
Длина жакета в 50р - 71см, длина рукава - 62см";https://pawlina.ru/image/catalog/brands/bazalini2023/4496zhaketpesochnyj.jpg;;;"Bazalini (Беларусь)";http://pawlina.ru/katalog/bluzyi-zhaketyi/zhaket-bazalini-4496-pesochnij;1738704038;"42;44;46;48;50;52;54;56";"Базалини 4496 песочный";"164 см (девушка на фото 170см)";круглогодичный;"Полиэстер- 65%, Вискоза- 32% , Эластан- 3%";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Блузы и Жакеты";;;;01945872158;"Жакет Bazalini 3897 песочный";1699;2490;RUB;"В наличии";"Однобортный жакет полуприлегающего силуэта с застёжкой на две петли и пуговицы. Перед с прорезными карманами с клапанами и рамками. Рукава втачные двухшовные со шлицами с отделочными пуговицами. Воротник отложной с лацканами. На подкладке.
Ткань - ""хамелеон"", в зависимости от освещения может менять свой цвет от светло-бежевого до песочного. Это нужно видеть, на фото не передать.&nbsp;<br>
Длина жакета: 46р - 64см, 52р - 65см
Длина рукава: 46р - 61см, 52р - 61см&nbsp;";https://pawlina.ru/image/catalog/brands/bazalini2023/3897zhaketpesochnyj2.jpg;;;"Bazalini (Беларусь)";http://pawlina.ru/katalog/bluzyi-zhaketyi/zhaket-bazalini-3897-pesochnij;01945872158;"42;44;46;48;50;52;54;56";"Базалини 3897 песочный";"164 см (девушка на фото 170см)";круглогодичный;"Полиэстер- 65%, Вискоза- 32% , Эластан- 3%";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Блузы и Жакеты";;;;0251646265;"Блуза Lady Line 520 белый";1399;2090;RUB;"В наличии";"Блузка свободного прямого силуэта. Рукав 3/4 Застёжка цертальная на петли и пуговицы. Манжет застёгивается на одну петлю и пуговицу. Воротник на стойке. Низ блузки по бокам слегка закруглён.
Длина блузки в 44р по центру спинки - 78см. Длина рукава от горловины - 60см.
<br>";https://pawlina.ru/image/catalog/brands/lady-line-21/520belyj3.jpg;;;"Lady Line (Беларусь)";http://pawlina.ru/katalog/bluzyi-zhaketyi/bluza-lady-line-520-belij;0251646265;"42;44;46";"Леди Лайн 520 белый";"164 см (девушка на фото ростом 170см)";Круглогодичный;"Хлопок 65 %, Вискоза 35 %";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Блузы и Жакеты";;;;444057943;"Блуза Lady Line 524 белый горох";1299;1890;RUB;"В наличии";"Блузка свободного прямого силуэта. По переду застёжка на петли и пуговицы. Воротник оложной с завязками в бант Рукав свободный. По окату и низу на сборкек. По низу рукава пришит манжет и застёгивается манжет на одну петлю и пуговицу.
Длина блузки в 50р - 63см. Длина рукава - 65см
<p><br></p>
<br>";https://pawlina.ru/image/catalog/brands/lady-line-21/524bluzkabelajassinim.jpg;;;"Lady Line (Беларусь)";http://pawlina.ru/katalog/bluzyi-zhaketyi/bluza-lady-line-524-belij-goroh;444057943;"48;50;52";"Леди Лайн 524 белый горох";"164 см (девушка на фото ростом 170см)";Круглогодичный;"Полиэфир 49 %, Вискоза 48%, Спандекс - 3%";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Блузы и Жакеты";;;;1662543070;"Блуза Lady Line 524 бежевый горох";1299;1890;RUB;"В наличии";"Блузка свободного прямого силуэта. По переду застёжка на петли и пуговицы. Воротник оложной с завязками в бант Рукав свободный. По окату и низу на сборкек. По низу рукава пришит манжет и застёгивается манжет на одну петлю и пуговицу.
Длина блузки в 50р - 63см. Длина рукава - 65см
<p><br></p>
<br>";https://pawlina.ru/image/catalog/brands/lady-line-21/524bezhbelgoroh.jpg;;;"Lady Line (Беларусь)";http://pawlina.ru/katalog/bluzyi-zhaketyi/bluza-lady-line-524-bezhevij-goroh;1662543070;"48;50;52";"Леди Лайн 524 бежевый горох";"164 см (девушка на фото ростом 170см)";Круглогодичный;"Полиэфир 49 %, Вискоза 48%, Спандекс - 3%";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Блузы и Жакеты";;;;0323711534;"Блуза Lady Line 524 синий горох";1299;1890;RUB;"В наличии";"Блузка свободного прямого силуэта. По переду застёжка на петли и пуговицы. Воротник оложной с завязками в бант Рукав свободный. По окату и низу на сборкек. По низу рукава пришит манжет и застёгивается манжет на одну петлю и пуговицу.
Длина блузки в 50р - 63см. Длина рукава - 65см
<p><br></p>
<br>";https://pawlina.ru/image/catalog/brands/lady-line-21/524sinbelgoroh.jpg;;;"Lady Line (Беларусь)";http://pawlina.ru/katalog/bluzyi-zhaketyi/bluza-lady-line-524-sinij-goroh;0323711534;"48;50;52";"Леди Лайн 524 синий горох";"164 см (девушка на фото ростом 170см)";Круглогодичный;"Полиэфир 49 %, Вискоза 48%, Спандекс - 3%";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Блузы и Жакеты";;;;661522143;"Жакет Bazalini 4540 коричневый";1699;2490;RUB;"В наличии";"Жакет интересного кроя, перед с глубоким V-образным вырезом горловины, с центральной застёжкой на петлю и пуговицу, с кокетками и лацканами со втачными концами, косыми вытачками и фигурными накладными карманами с отделочными пуговицами. Рукава втачные двухшовные. На подкладке.
Длина жакета в 46р - 58см, длина рукава - 61см.<br>Длина жакета в 50р - 59см, длина рукава - 62см.<br>Длина жакета в 54р - 61см, длина рукава - 62см.&nbsp;<br>";https://pawlina.ru/image/catalog/brands/bazalini2023/4540zhaketkorichnevyj.jpg;;;"Bazalini (Беларусь)";http://pawlina.ru/katalog/bluzyi-zhaketyi/zhaket-bazalini-4540-korichnevij;661522143;"42;44;46;48;50;52;54;56";"Базалини 4540 коричневый";"164 см (девушка на фото 170см)";Круглогодичный;"65% полиэстер, 32% вискоза, 3% эластан";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Блузы и Жакеты";;;;1636888847;"Блуза Lady Line 527 синий";1299;1890;RUB;"В наличии";"Блузка свободного силуэта из шифоновой ткани, лёгкая, приятная к телу. Рукав длинный, по низу обработан открытый срез специальной обмёточной строчкой, затем на расстоянии от низа проложена сборка с помощью резиночки. Рукав свободный. Вместо воротника выполнена стойка из которой выходит небольшая рюша, наружный срез рюши так же как и низ рукава обработан специальным краеобмёточным швом. По низу стойки по горловине пришит шнурок из основной ткани, который завязывается по центру горловины в бантик. Застёжка ценральная на 7 петель и пуговиц.
Длина рукава-62см и плюс ""наплыв"" для свободы движения,что бы рукав не казался коротким при вытягивании руки вперёд<br>Длина по центру спинки-71см <br>Ширина спинки -41см <br>Ширина по линии груди в полуобхвате -р50-54см,р52- 56см,р54-58см <br>Ширина по линии бёдер в полуобхвате р50-57см,р52-59см,р54-61см";https://pawlina.ru/image/catalog/brands/lady-line-21/527sinij.jpg;;;"Lady Line (Беларусь)";http://pawlina.ru/katalog/bluzyi-zhaketyi/bluza-lady-line-527-sinij;1636888847;"52;54";"Леди Лайн 527 синий";"164 см (девушка на фото ростом 170см)";Круглогодичный;"Полиэфир 100 %";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Блузы и Жакеты";;;;01392019725;"Жакет Bazalini 3831 серо-коричневый";1799;2590;RUB;"В наличии";"Однобортный жакет прямого силуэта с застёжкой на одну петлю и пуговицу, бочком, разной длинной переда и спинки. Перед с прорезными горизонтальными карманами с клапанами, рамками и вертикальными швами. Рукава втачные двухшовные. Воротник отложной с лацканами. На подкладке.
Длина жакета в 46р - 79см, длина рукава - 62см. <br>&nbsp;Длина жакета в 50р - 83см, длина рукава - 62см.";https://pawlina.ru/image/catalog/brands/bazalini2023/3831zhaketserokorichnevyj.jpg;;;"Bazalini (Беларусь)";http://pawlina.ru/katalog/bluzyi-zhaketyi/zhaket-bazalini-3831-korichnevij;01392019725;"42;44;46;48;50;52;54;56";"Базалини 3831 серо-коричневый";"164 см (девушка на фото 170см)";Круглогодичный;"65% полиэстер, 32% вискоза, 3% эластан";;;;;;;;;;;;;;;;;;;;;;;;;;;;
